cluster_id,row_id,who_reached,phone,campaign_name,reason_core,reason_free_text,outcome_free_text,confidence,evidence_json
5,cd15374187755c9ecbae7e7325a7fd366936a71c,,+496544991042,Dexter  PLZ 4-9,already has ai software,already has ai software,no sale,0.95,"{""quote"": ""Wir sind gerade letzten Monat mit einer komplett neuen Software ausgestattet worden mit KI-Tourenplanung, KI-Dokumentation und allem.""}"
5,5c02a34efcc10c2178adc2d8cedb235e8e1950bb,,+498954714183,Dexter PLZ 1-2-8,already have a provider,already have a provider,no sale,0.9,"{""quote"": ""wir haben auch bereits schon einen Anbieter.""}"
5,1a2812856e71085f713f3f8d43194813afb27a76,,+494221983490,Dexter PLZ 1-2-8,already have adequate software,already have adequate software,no sale,0.95,"{""quote"": ""Wir sind mit Software gut versorgt, deswegen haben wir kein Interesse.""}"
5,0fe0d1196b4145f127369f8284372c52227ccb5a,,+495761901000,DEXTER  PLZ 3+6,already have ai module,already have ai module,no sale,0.9,"{""quote"": ""Das bräuchte ich nicht, haben wir.""}"
5,cb7d833a46d49da64405aec7fcecaeda81720e95,,+4957617238,DEXTER  PLZ 3+6,already have software,already have software; no interest,no meeting,0.9,"{""quote"": ""Und da haben wir kein Interesse dran.""}"
5,8a91d1ce0d673489e366234c40463f053c243c28,,+49252493270,Dexter  PLZ 4-9,already in talks with vendor,already in talks with vendor,referred to network coordinator,0.9,"{""quote"": ""sind wir da schon im Gespräch mit unserem Softwareanbieter""}"
5,f2ac71b3837586f42ef35b61a850f2747f60f75e,,+4920417094111,Dexter  PLZ 4-9,already using ai,already using ai-based system,no sale,0.9,"{""quote"": ""Eine KI-gestützte.""}"
5,6efc60448b7eb3540d5c17fe17e0dad416972412,,+493091425193,Dexter PLZ 1-2-8,already using ai documentation,already using ai documentation,no sale,0.8,"{""quote"": ""Ja, da werden wir schon bedient.""}"
5,4582f197c8c21c96518e39eaeb8a1321a5564bac,,+49374623740,Dexter PLZ 1-2-8,already using ai documentation system,already using ai documentation system,already using similar system,0.8,"{""quote"": ""Das Erste. Das Erste. Das KI-Geschützte.""}"
5,386f05564af73dbbec48d7413ae1a90ab3d8c883,,+499942947000,DEXTER  PLZ 9,already using ai module,already using ai module,no sale,0.95,"{""quote"": ""Ah, Sie nutzen schon ein KI-Modul für Ihre Pflegedokumentation.""}"
5,beebaf8c9f6e0774e00f58f004c84f64cf665efd,,+4955158262,DEXTER  PLZ 3+6,already using another app,already using another app,no sale,0.9,"{""quote"": ""Da habe ich schon eine App, die wir benutzen.""}"
5,60a63699b06a12a1fc4e0ff3163480a4b6b48bbb,,+49655196550,Dexter  PLZ 4-9,already using existing documentation system,already using existing documentation system,no sale,0.9,"{""quote"": ""Insoweit besteht kein Interesse.""}"
5,03fe6606061fa9e1854d04f9eea0fdeae6e8dac8,,+49617163040,DEXTER  PLZ 3+6,already using existing software,already using existing software,no sale,0.9,"{""quote"": ""wir haben schon unsere Programme, da brauchen wir nicht""}"
5,170bf480cb56dd283cc97e5c4c295fcb6d9c40cd,,+498718520,Dexter PLZ 1-2-8,already using other systems,already using other systems,no sale,0.9,"{""quote"": ""Da haben wir eigentlich schon bestens versorgt""}"
5,bc174d243de6b7ff8c791fb3328b4f633463fb72,,+4939403929382,DEXTER  PLZ 3+6,already using product,already using product,no sale,0.9,"{""quote"": ""Das habe ich schon bei unserem System drin.""}"
5,47d0e984e485520c02387498d1753c8d38d4efd1,,+4960622217,DEXTER  PLZ 3+6,already using vendor,already using vendor; integration planned,no sale,0.8,"{""quote"": ""Da brauchen wir also keinen anderen Anbieter.""}"
5,f61916b99638804b45683e042e96aed03fc608d1,,+4975829320760,Dexter PLZ 1-2-8,existing provider,existing provider; already covered,no sale,0.9,"{""quote"": ""Nein, wir haben das alles schon über unseren Programmeinbieter.""}"
5,2d4f4f546029f7e78beae6229a1dbece8ecba7e7,,+4939207848880,DEXTER  PLZ 3+6,have own software,have own software; not switching,no sale,0.9,"{""quote"": ""Wir haben unsere eigene Software""}"
5,34ce115259e46637d3772d3cae7d4585a095e8f4,,+49941504030,DEXTER  PLZ 9,implementing new documentation system,implementing new documentation system,no sale,0.9,"{""quote"": ""wir kriegen aber gerade schon eine neue Pflegedokumentation""}"
5,aa42adc88015a0b010bbb99509338c9dd8998f52,,+497851935913,DEXTER  PLZ 7,in talks with current provider,in talks with current provider,no sale,0.9,"{""quote"": ""wir sind da mit unserem Dienstleister im Gespräch""}"
5,5f095942608a8f5d30792fe49e6c14580c707bc8,,+493361567120,Dexter PLZ 1-2-8,incompatible documentation system,incompatible documentation system,no sale,0.9,"{""quote"": ""diese Systeme wie MIKOS sind leider ungeeignet für unsere Lösung und es ist wenig kompatibel zu Ihrem System, leider""}"
5,ee3d07e9a38e5d011bd2079f1c935a3730b4c157,,+493593527060,Dexter PLZ 1-2-8,new documentation system,new documentation system; no capacity,follow-up later,0.9,"{""quote"": ""wir haben gerade ein neues Pflegedokumentationssystem angekürzt.""}"
5,349ab35f2b5da679f7d2445f702b575bb5db71bc,,+49532134420,DEXTER  PLZ 3+6,not using ai,not using ai; no interest,no sale,0.9,"{""quote"": ""Ja, ja, aber kein Interesse, bitte.""}"
5,7ada2ad9e0965d4092a6fae301fe982ca432dcd9,,+497478935000,DEXTER  PLZ 7,satisfied with current documentation system,satisfied with current documentation system,no sale,0.9,"{""quote"": ""Wir sind glücklich mit unserem Dokumentationssystem.""}"
5,5900ad0565033aea22f4258f045021a1dce59f17,,+497476946660,Dexter  PLZ 4-9,satisfied with current provider,satisfied with current provider,no sale,0.9,"{""quote"": ""wir sind ja auch mit unserem sehr guten Anbieter unterwegs""}"
5,06c5370e21f37d1ea35b7ef357c6b74a99529c7d,,+493545188455,Dexter Altersheim,satisfied with current system,satisfied with current system,no sale,0.9,"{""quote"": ""Wir sind sehr, sehr zufrieden mit unserem System""}"
5,47780261187de50fde7e6904f6ed345c4bcf21cd,,+4974329840660,DEXTER  PLZ 7,satisfied with current system,satisfied with current system,no sale,0.9,"{""quote"": ""Weil wir mit unserem Dokumentationssystem soweit eigentlich zufrieden sind.""}"
5,d18bbd94f61c8280a11f3b28294a39ed1fa93c30,,+496449245,DEXTER  PLZ 3+6,satisfied with current system,satisfied with current system,no sale,0.5,"{""quote"": ""haben wir kein Interesse an der Erweiterung.""}"
5,da0b52a9447a21db01a116cc76eb33229c0e077c,,+497514007125,Dexter PLZ 1-2-8,satisfied with integrated documentation system,satisfied with integrated documentation system,no sale,0.95,"{""quote"": ""Nein, sind wir sehr zufrieden, weil es ja auch ein integriertes System ist mit Abrechnung und allem zusammen.""}"
5,f3a5b2f4ab3c82d1875483565d4cf004f1de791e,,+49277691560,DEXTER  PLZ 3+6,switching documentation system,switching documentation system,no sale,0.9,"{""quote"": ""in einem Umstellungsprozess auf ein neues Dokumentationsprogramm.""}"
5,2631f152e00002abe81fd37a8e516e659d1ac7db,,+4921028516351,Dexter  PLZ 4-9,undecided on documentation system,undecided on documentation system,callback requested,0.9,"{""quote"": ""wissen aber noch nicht, welches Dokumentationssystem wir nehmen.""}"
5,41f35d4a46ea336a28902f96e0c63d2464a2d597,,+496718011501,DEXTER  PLZ 4+5,using own documentation system,using own documentation system,no sale,0.9,"{""quote"": ""haben wir momentan keinen Bedarf.""}"
6,d5372ecac9568d12ed0526c73a0d54da622d008a,,+49616791330,DEXTER  PLZ 3+6,already has solution,already has solution,no sale,0.9,"{""quote"": ""wir sind bestens versorgt mit Pflegedokumentation, wir haben keinen Bedarf""}"
6,61b33510a9ee2e2f942121d8d2c96d2cee211a04,,+493606524310,DEXTER  PLZ 3+6,already has system,already has system; duplicates concern,no meeting,0.9,"{""quote"": ""Ja, aber wir haben ja schon eins.""}"
6,25c6c10062143d061f95e5777af81523ef958693,,+4972539892878,DEXTER  PLZ 3+6,already have own solution,already have own solution,no sale,0.9,"{""quote"": ""wir haben unsere eigenen Sachen""}"
6,7bb1ad3848b2b16939553a298b055af0b9c4a277,,+493381780,Dexter PLZ 1-2-8,already have solution,already have solution,no sale,0.9,"{""quote"": ""Nein, danke, wir sind gut in aktives Konzern aufgestellt.""}"
6,c1d4a01bef29297c59b62348009b70e21b0cb346,,+495512098150,DEXTER  PLZ 3+6,already have solution,already have solution,no sale,0.9,"{""quote"": ""Das haben wir schon. Da interessieren wir uns nicht für.""}"
6,460ab2aad60c0eb0fcbd47e894ac6acb73fd7a44,,+49532253678,DEXTER  PLZ 3+6,already implemented new system,already implemented new system,no sale,0.9,"{""quote"": ""wir haben gerade erst ein neues bekommen.""}"
6,da4715b07b899355020676f2d1732fb7eab0c5a5,,+49527336090,DEXTER  PLZ 3+6,already implemented solution,already implemented solution,no sale,0.9,"{""quote"": ""da bin ich gut aufgestellt, habe ich kein Interesse.""}"
6,509fcb1f078aef619894d27028400a49013b376b,,+4940685713,Dexter PLZ 1-2-8,already implementing similar system,already implementing similar system,no sale,0.9,"{""quote"": ""da sind wir gerade mit unserem System""}"
6,8eda0e9414ee6d63c480e4d4b89266de8096cff6,,+492835446503,DEXTER  PLZ 4+5,already using equivalent solution,already using equivalent solution,no sale,0.9,"{""quote"": ""Ja, das haben wir ja beim E-Fox schon drin.""}"
6,0cf3132f4fd28967ae007378e6e0d9d22e0fc340,,+4952026381,DEXTER  PLZ 3+6,already using similar solution,already using similar solution,no sale,0.9,"{""quote"": ""Ja, wir nutzen schon sowas.""}"
6,eea9619ae156571e2059d864a50e6df75235c1e0,,+493637436010,DEXTER  PLZ 9,already using similar solution,already using similar solution,no sale,0.95,"{""quote"": ""Da sind wir schon bestens ausgerüstet, Dankeschön.""}"
6,e1f50e47e234da6acf92a448ae814be02049ba9c,,+49297297130,DEXTER  PLZ 4+5,new system,new system; feature included,callback requested,0.9,"{""quote"": ""Wir kriegen ein neues System, da ist es integriert.""}"
-1,9dc8e2144249e0ec5ea800be3cd6f03103c8cd4b,,+49511270464588,DEXTER  PLZ 3+6,able to forward video link,able to forward video link,meeting arranged,0.5,"{""quote"": ""Dann schicke ich den einfach schon mal an alle, die da teilnehmen.""}"
-1,22f0a52d8a37117d8d7d9ec89d2b5cec710f1d85,,+4950219168410,DEXTER  PLZ 3+6,accepted meeting,accepted meeting; provided contact details,appointment scheduled,0.9,"{""quote"": ""Sie bekommen von mir gleich an Ihre E-Mail-Adresse, Frau Graf, die Terminbestätigung""}"
-1,a517c069a2077241428c05fa1f1d011bff96af11,,+4921485120,DEXTER  PLZ 4+5,agreed date,agreed date; email provided,appointment scheduled,0.9,"{""quote"": ""Elf Uhr dreißig, ja. Dann würden wir die nehmen.""}"
-1,e5d1a570d3e0dbd162bf328942500a6fd5404cbb,,+495118603616,DEXTER  PLZ 3+6,agreed date and time,agreed date and time,appointment scheduled,0.85,"{""quote"": ""Ich kann Sie gerne mal für 11. eintragen""}"
-1,fe1a122e6b24cc3f2a5f0e5ec674ef69cf00a0d6,,+49233284600,DEXTER  PLZ 4+5,agreed date and time,agreed date and time,appointment confirmed,0.5,"{""quote"": ""Ich habe die Bestätigung erhalten, 19. August, 11.15 Uhr.""}"
-1,3201f36ef01f410b1dfb5bcc5fee925301b4e315,,+495493290,Dexter  PLZ 4-9,agreed to receive information,agreed to receive information,invite to meeting promised,0.9,"{""quote"": ""Ich schicke den Einladungslink zu.""}"
-1,d5f1cd6f11af46a3b596130ed63cb868ec38bd3c,,+49878194260,Dexter PLZ 1-2-8,already contacted,already contacted,no sale,0.8,"{""quote"": ""Ja, da wurde ich von Ihnen persönlich angerufen.""}"
-1,3f3fc71a86ea794274c5eecaa97ada8b41e0e25c,,+49513684813,DEXTER  PLZ 3+6,already covered,already covered,no sale,0.9,"{""quote"": ""Da sind wir bestens versorgt, danke schön.""}"
-1,c75f0968ca176ae798b90b7effab30c19a455682,,+4961513075260,DEXTER  PLZ 3+6,already decided,already decided; no further need,no sale,0.95,"{""quote"": ""wir haben uns dafür im Programm schon entschieden und haben im Moment keinen weiteren Bedarf""}"
-1,703ec8e5d2038f078b9f9020c4d2cad18a165e60,,+4983822762050,Dexter PLZ 1-2-8,already digital,already digital; uses ai support,already using ai solution,0.8,"{""quote"": ""Nee, wir sind schon total digital.""}"
-1,9caf7308285f37994a0b605699bfdd5177882a22,,+49238291450,Dexter  PLZ 4-9,already digitized,already digitized; district provides,no sale,0.9,"{""quote"": ""Wir sind zwar richtig bei mir, aber wir haben da kein Interesse, weil wir haben jetzt digital umgestellt.""}"
-1,c274f0e3228cee1fa167fa8237bc586fd7b09800,,+49369617070,DEXTER  PLZ 3+6,already equipped,already equipped,no sale,0.9,"{""quote"": ""aber wir haben da keinen Bedarf.""}"
-1,147e9a8d8643534b3a12a05573f0738f4a270ceb,,+493321421260,Dexter PLZ 1-2-8,already fully equipped,already fully equipped,no sale,0.9,"{""quote"": ""Nein, wir sind voll ausgerüstet.""}"
-1,156af5eff8599a113120a8cf498de475883c5a22,,+495223493080,DEXTER  PLZ 3+6,already fully supplied,already fully supplied,no sale,0.9,"{""quote"": ""Wir sind gerade vollumfänglich versorgt.""}"
-1,9d86c92c78150194f3a002b12cbe513165559261,,+49569299650,DEXTER  PLZ 3+6,already has ki module,already has ki module,no sale,0.9,"{""quote"": ""Ja, wir haben Pflegedokumentation, die hat ein KI-Modul""}"
-1,617eda09b2de51e7cd6103edc2eee4d64a482724,,+49641922330,DEXTER  PLZ 3+6,already have documentation provider,already have documentation provider,no sale,0.9,"{""quote"": ""wir haben schon einen Internetanbieter und einen Dokumentationsanbieter""}"
-1,c2ff1a22b0f7171c3eda3df03e26f2a33b9e65f2,,+4964249340,DEXTER  PLZ 3+6,already have edv,already have edv; won't add system,no sale,0.9,"{""quote"": ""wir holen kein weiteres System rein.""}"
-1,20d9f537f2b9f418fce0272940a1a36cf6d5900c,,+49719222930,Dexter  PLZ 4-9,already have speech,already have speech-ki system,no sale,0.9,"{""quote"": ""die haben schon die sprachgesteuerte KI""}"
-1,8ae048c24c4ea91ee402dd916e4674f77bf321c3,,+49951982813,DEXTER  PLZ 9,already have speech documentation,already have speech documentation,no sale,0.95,"{""quote"": ""Das haben wir auch schon.""}"
-1,4027027471df1a12daefe97e12926f524fb7b915,,+494181130,Dexter PLZ 1-2-8,already implemented digital documentation,already implemented digital documentation,no sale,0.9,"{""quote"": ""Wir sind schon mit einem Prozess, digitale Dokumentation""}"
-1,32deb51f0861803b62c209423182305aefe5a64b,,+49986898930,DEXTER  PLZ 9,already implementing medifox,already implementing medifox; not interested,no sale,0.9,"{""quote"": ""Ich möchte kein neues System.""}"
-1,395f4fafe76a16d4d8e668b23abea12f9faebb66,,+49911980790,DEXTER  PLZ 9,already in discussion with someone else,already in discussion with someone else,no sale,0.8,"{""quote"": ""da brauchen wir nichts, da sind wir schon im Gespräch mit jemand anderem""}"
-1,965454fcb31b0728ffdaacfcf26c5a2659d72f59,,+495522909160,DEXTER  PLZ 3+6,already in negotiation,already in negotiation; own provider,no sale,0.95,"{""quote"": ""wir gehören ja einem Stift an, und dass das schon gerade in Angriff genommen worden ist""}"
-1,b738ef1d1de1d91bbcd8fb38b68d703a2f92ef6a,,+497117272410,DEXTER  PLZ 7,already informed,already informed; documentation sufficient,send information by email,0.9,"{""quote"": ""da sind wir schon bestens informiert.""}"
-1,1158cd46cc6263cb4da6000691b3d40b4a06dad9,,+4933128456,Dexter PLZ 1-2-8,already organized by their provider,already organized by their provider,no sale,0.9,"{""quote"": ""Das wird alles von unserem Träger organisiert und da sind wir schon dabei.""}"
-1,c7d9df2196edc54eee650a0c9dfed653b0cadd90,,+4977189868322,DEXTER  PLZ 7,already redoing documentation,already redoing documentation; features included,no sale,0.8,"{""quote"": ""da ist das alles schon mit drin.""}"
-1,7116a8f8de652384f80691fd8898aee49e50eeff,,+493692382230,DEXTER  PLZ 9,already uses speech support,already uses speech support,no sale,0.8,"{""quote"": ""Das haben wir schon.""}"
-1,0bcc85aa87c200998e5e8c54b1b092c841aa299a,,+4951136710,DEXTER  PLZ 3+6,already using competitor (wesenti),already using competitor (wesenti),no sale,0.9,"{""quote"": ""Nein, da sind wir bei Wesenti, da brauchen wir nichts.""}"
-1,dc2c00a0ac0d40120b74216a4e668c003e1a6ee7,,+4941319880,Dexter PLZ 1-2-8,already using competitor and satisfied,already using competitor and satisfied,no sale,0.9,"{""quote"": ""das haben wir über einen anderen Anbieter schon, über C&S.""}"
-1,6492fee9ed0cec2dc5bb96f297c0dad9edc5c723,,+49663196840,DEXTER  PLZ 3+6,already using competitor module,already using competitor module,no sale,0.9,"{""quote"": ""Wir haben schon so ein Modul.""}"
-1,caf0b7a7cbebc25735be69d1ff727d254221910c,,+4971919033030,Dexter  PLZ 4-9,already using ki,already using ki-supported documentation,no sale,0.9,"{""quote"": ""wir haben tatsächlich selber schon aufgerüstet""}"
-1,0348fa95b2fa2fb6eb55d18c2e1996f58ee63600,,+492331367370,DEXTER  PLZ 4+5,already using medifox,already using medifox; won't change,no sale,0.85,"{""quote"": ""das wäre ja kompatibel auch mit Medifox, die Sie nutzen""}"
-1,23b1ca9871c16dd698d4d61d231949e67962de88,,+4968721500,DEXTER  PLZ 3+6,already using medifox,already using medifox; update scheduled,no sale,0.9,"{""quote"": ""wir werden Medifox weiterhin einsetzen.""}"
-1,873bf7c5f46a7c3a93e2ca31d53c3e7f7774f3a5,,+49680999710,DEXTER  PLZ 3+6,already using medifox,already using medifox,no sale,0.9,"{""quote"": ""weil wir gerade neue Medifox eingeführt haben.""}"
-1,21965c897347b70c774ee10ac1e8fff17fa7968c,,+496544991042,DEXTER  PLZ 4+5,already using speech documentation,already using speech documentation,no sale,0.9,"{""quote"": ""Ach so, Sie nutzen das schon, die Sprachdokumentation.""}"
-1,815dbb2815d9a6a31f427ec1d9389a50cc47eb41,,+492832986600,DEXTER  PLZ 4+5,already using vivendi,already using vivendi,no sale,0.5,"{""quote"": ""Wir haben Vivendi mit Sprachfunkühren.""}"
-1,8982d361560091d64005970ce442d13d63d85235,,+49683680000,Dexter  PLZ 4-9,answered and cooperative,answered and cooperative,invitation link to be sent,0.5,"{""quote"": ""Ich schicke den Einladungslink zu.""}"
-1,e9d19a18a8e64d063cb81650f16ad81e9b2c65ba,,+495908937112,DEXTER  Messe,appointment with colleague exists,appointment with colleague exists,already scheduled demo,0.9,"{""quote"": ""ich habe am 7. Mai ein Videocall mit Frau Patrizia Groß.""}"
-1,d51570fb4147fec902571ead155b2f00daae6d41,,+4925729490,DEXTER  PLZ 4+5,arranged by colleague,arranged by colleague,appointment already arranged,0.8,"{""quote"": ""Nein, unser Kollege, Herr Schulter-Austrum, hat das für uns alle.""}"
-1,d94ea89f68d107d379585e5a417abb6f80b70855,,+4915146774724,DEXTER  PLZ 4+5,availability,availability; interested,appointment scheduled,0.9,"{""quote"": ""Sonst am 13. August, Dienstag um 8.45 Uhr.""}"
-1,9f9469d559118670ebe18f2c703350ef43dedf33,,+4951769755420,DEXTER  PLZ 3+6,available at pc,available at pc,invitation sent,0.7,"{""quote"": ""Und sind Sie jetzt vom PC, Frau Behrens? Ja, bin ich.""}"
-1,ab4319b14759b85108c2dad508eb499ae3c19f1f,,+4963315430,DEXTER  PLZ 3+6,available at pc,available at pc,invitation sent,0.9,"{""quote"": ""Hier ist die Einrichtungsleitung, um ganz kurz zu sprechen.""}"
-1,46ec8a99c34e32b8e69272b9b62025ebfa2403fe,,+4953255910,DEXTER  PLZ 3+6,brief call,brief call; no commitment,no sale,0.9,"{""quote"": ""Ich wurde gerade zu Ihnen weitergeleitet.""}"
-1,db11aefd177a1184ade734a759d84a0ed049ffae,,+4961659408330,Dexter  PLZ 4-9,busy,busy; health inspection,callback later,0.75,"{""quote"": ""im Moment habe ich keine Zeit dafür.""}"
-1,52307af090024b843765ecc6f057ee15ffcc8b0d,,+4977048080,Dexter  PLZ 4-9,busy schedule,busy schedule; many appointments,callback requested,0.9,"{""quote"": ""ich habe im Moment noch gerade sehr, sehr viele Termine""}"
-1,a9c26500465e5529d60203daa60b323975f34bd5,,+4975518060,Dexter PLZ 1-2-8,busy schedule,busy schedule; months full,callback scheduled,0.75,"{""quote"": ""Dann melde ich mich im Oktober nochmal bei Ihnen.""}"
-1,f0be492e53a13ff8d74b3c581e4aaae75511f3c5,,+497123966730,Dexter  PLZ 4-9,busy with patient,busy with patient,callback requested,0.9,"{""quote"": ""Können Sie am Ende 17 anrufen? Ich bin gerade bei meinem Patient.""}"
-1,bd6ea56b436552f14aa19009a8c8ec49c9ad577b,,+492721942360,DEXTER  PLZ 4+5,calendar full,calendar full,callback requested,0.9,"{""quote"": ""mein Kalender rappelvoll.""}"
-1,fa4d8582fd226f5303e2691541e34259ba6b7c4b,,+499952909290,DEXTER  PLZ 9,cannot change software provider,cannot change software provider,no sale,0.8,"{""quote"": ""Deswegen hat es eigentlich gar keinen Sinn, wenn Sie weiterreden.""}"
-1,df1bc06cf67bf37ee2a4e469634d505258c45a15,,+4967518569963,DEXTER  PLZ 4+5,care provided externally,care provided externally,no sale,0.9,"{""quote"": ""die Pflege wird von außen erbracht""}"
-1,6f47ea76cdfbec625b6e608e3878f59d8abd00ab,,+4981369390,Dexter PLZ 1-2-8,central it controls sap integration,central it controls sap integration,no sale,0.9,"{""quote"": ""Wir haben SAP, das muss bei Helios über eine zentrale IT laufen, das läuft nicht über die Pflegedienstleitung.""}"
-1,1f3c153d3559ff68a7affc7ad48ba63eeb122129,,+49337734180,Dexter PLZ 1-2-8,centralized ki implementation already in progress,centralized ki implementation already in progress,no sale,0.9,"{""quote"": ""da sind wir schon ganz im Fortschritt""}"
-1,cf2f1f2d44d98b9d381cbe0cc5bcf08e8e76f508,,+498378960440,Dexter  PLZ 4-9,centralized purchasing,centralized purchasing; contact central office,no sale,0.9,"{""quote"": ""das müsste über die Zentrale in Kempten laufen.""}"
-1,e3f5999ea3c24af253b54b26116a62a1c3af1d85,,+4976531682,Dexter  PLZ 4-9,compatibility unknown,compatibility unknown,callback requested,0.9,"{""quote"": ""Ich würde mich erkundigen und dann melde ich mich dann bei Ihnen.""}"
-1,af46cfc5827cb1a0f2659af949b6716af1982949,,+4939469094444,DEXTER  PLZ 3+6,computer changeover,computer changeover,callback requested,0.9,"{""quote"": ""wir sind gerade bei der Computerumstellung""}"
-1,791009921a36b8fdabb8d3d8fa94375e9268966a,,+497214809910,Dexter  PLZ 4-9,contact unavailable,contact unavailable; requested email materials,invitation and info will be sent,0.9,"{""quote"": ""Ich schicke den Einladungslink zu, auch Infomaterial.""}"
-1,94a33f2718218a5dbce0ffa98b5f978f3d4842b4,,+4968679220,Dexter  PLZ 4-9,decision already made,decision already made; not comparing,no sale,0.9,"{""quote"": ""ich werde nicht Ihr Kunde.""}"
-1,a1d5cd43472e51f0598f3bfb37c66e4a2a5f2791,,+4939128041100,DEXTER  PLZ 3+6,decision already made,decision already made,no sale,0.95,"{""quote"": ""die Entscheidung wurde schon gefällt""}"
-1,7e6c663fb652f22c0cd8ac4c2635c8a21ac22536,,+4965279342310,DEXTER  PLZ 4+5,decision handled by schwesternverband,decision handled by schwesternverband,no sale,0.9,"{""quote"": ""Das kann ich nicht machen, das entscheidet der Schwesternverband in Ottweiler.""}"
-1,3f33260f00a9f33a28282a3031d95413f92a237c,,+4956735013051,DEXTER  PLZ 3+6,decision made,decision made; switching to medifox,no sale,0.9,"{""quote"": ""Das ist auch eine Entscheidung auf Geschäftsführer-Ebene.""}"
-1,bc3e9a9e693b99c336fb82aae70d5abfedd4dff1,,+49917994840,DEXTER  PLZ 9,decision made by association,decision made by association,no sale,0.9,"{""quote"": ""wir haben uns vor einigen Wochen für die Firma CareLights entschieden.""}"
-1,935d4b96e5f3e134e54eca7fcd8c8620b49a770b,,+4923039670400,DEXTER  PLZ 4+5,decision maker available,decision maker available; cooperative,invitation sent,0.8,"{""quote"": ""Die Einrichtungsleitung ist am Telefon.""}"
-1,5435dc5558d9a48ae6411ee3eb094bfb46bea00a,,+497131642850,Dexter  PLZ 4-9,decisions centralized at hq,decisions centralized at headquarters,redirected to central office,0.9,"{""quote"": ""Und Entscheidungen trifft ja dann die Zentrale?""}"
-1,872fafa512a1a371124cf8a97a472649413d82e6,,+493928716978,DEXTER  PLZ 3+6,digitally transitioning,digitally transitioning; already well set up,no sale,0.5,"{""quote"": ""wir sind derzeit, wie gesagt, gut aufgestellt""}"
-1,d20064034e73ee100e69d2cd4a4a0f6fdcc49f80,,+49746196690,DEXTER  PLZ 7,dislikes phone solicitations,dislikes phone solicitations; prefers email,no sale,0.9,"{""quote"": ""Ich mag keine Werbeanrufe am Telefon, Sie können mir immer gerne alles per Mail schicken.""}"
-1,8ecf267fbbd34a3c9f7c1eafb86eb0538159f646,,+49388253010,Dexter PLZ 1-2-8,existing 5,existing 5-year contract includes ki,no sale,0.9,"{""quote"": ""wir da jetzt gerade frischen 5-Jahres-Vertrag beschlossen haben, der ziemlich alles beinhaltet, als auch KI in der Pflegedokumentation""}"
-1,b8fce129608d8d37e96946d6a8031831067b2fa5,,+49244495150,DEXTER  PLZ 4+5,existing partner relationship,existing partner relationship,appointment set,0.9,"{""quote"": ""sind sogar Partner von uns.""}"
-1,fc045321efc695740cc35d46afc107b336b67af3,,+49514398100,DEXTER  PLZ 4+5,existing partnerships,existing partnerships,no sale,0.9,"{""quote"": ""da haben wir tatsächlich schon feste Partner.""}"
-1,6f9d40007c042ebd4dc00b3a46da8ae277a8cd60,,+49623493109,Dexter  PLZ 4-9,existing system,existing system; zqm handles documentation,no sale,0.92,"{""quote"": ""Ja, aber wir haben ZQM.""}"
-1,3866f187f2e1b117d5c3672b6b3953e6e803c8ab,,+4951116841949,DEXTER  PLZ 3+6,existing vendor,existing vendor; public tender required,no sale,0.9,"{""quote"": ""wir haben einen Anbieter, mit dem wir schon Verträge haben""}"
-1,346b97fd7c4e09469f8b3e07d1654bdbfd419021,,+493928716299,DEXTER  PLZ 3+6,feature already included,feature already included,no sale,0.9,"{""quote"": ""Das brauchen wir nicht.""}"
-1,ffd410baf523772aca92444404df2fd22e9a7779,,+4992523507330,Dexter  PLZ 4-9,handled by central office,handled by central office,no sale,0.9,"{""quote"": ""das macht bei uns die Diakonie Hochfranken in Hof.""}"
-1,cc9ccac7bb69a72f776fce4058d8b9a577567b03,,+49251520020,Dexter  PLZ 4-9,handled by qmb,handled by qmb,information accepted; will forward,0.9,"{""quote"": ""vielleicht schicken Sie mir was zu per E-Mail und dann würde ich das weiterleiten""}"
-1,2250e8bba09ec1242e8982133b712b483a9c3405,,+494413902190,Dexter PLZ 1-2-8,handled by umbrella organization,handled by umbrella organization,no sale,0.9,"{""quote"": ""weil das alles über den Dachverband läuft.""}"
-1,e4422162c3423efb13b47ac6e02c8a4d02475cbc,,+49514797500,DEXTER  PLZ 3+6,have own documentation program,have own documentation program,no sale,0.9,"{""quote"": ""Brauchen wir nicht, wir haben ein eigenes Pflegedokuprogramm.""}"
-1,11b66694e4e1b539bd6be08abc4093f4eb26a929,,+49776492030,DEXTER  PLZ 7,implementation in progress,implementation in progress; staff training,callback next year,0.9,"{""quote"": ""wir sind erst dabei, das Ding hier bei uns einzurichten""}"
-1,1c49306a9ee24403213c3ac3eec335796a90b327,,+492474476,Dexter  PLZ 4-9,in renovation,in renovation; other priorities,callback requested,0.9,"{""quote"": ""wir würden im September nochmal telefonieren""}"
-1,12f05cb39c12e64767a059b18d667587c04eb347,,+4936065070760,DEXTER  PLZ 3+6,insolvency,insolvency; company closing,no meeting,0.9,"{""quote"": ""Eigentlich gar nicht, weil wir im Insolvenzverfahren sind.""}"
-1,d992161721fffaf6d8e407a7a466a4a6baee66c5,,+4923145080,DEXTER  PLZ 4+5,instructed to contact quality center,instructed to contact quality center,referral to quality center,0.9,"{""quote"": ""Sie sollen sich damit an die Qualitätszentrale melden.""}"
